SessionID,UserID,Date,Start Time,End Time,Duration,Platform,DeviceType,Channel,Rating,Product Type,Detailed Product Type,Interaction Type
426,170,2023-09-05,2023-09-05 06:21:00,2023-09-05 09:19:00,178.0,Website,Laptop,Social Media,3,TV Shows,Reality,Search
427,463,2023-09-05,2023-09-05 18:52:00,2023-09-05 21:04:00,132.0,Mobile App,Laptop,Organic Search,4,Music,Pop,View
428,398,2023-09-05,2023-09-05 05:37:00,2023-09-05 06:00:00,23.0,Website,Mobile,Social Media,2,TV Shows,Comedy,Click
429,475,2023-09-05,2023-09-05 07:36:00,2023-09-05 10:48:00,192.0,Website,Mobile,Social Media,3,Music,Pop,Share & Save
430,130,2023-09-05,2023-09-05 12:02:00,2023-09-05 14:54:00,172.0,Mobile App,Mobile,Social Media,5,Movies,Comedy,View
431,469,2023-09-05,2023-09-05 02:04:00,2023-09-05 05:52:00,228.0,Mobile App,Mobile,Paid Advertisement,3,Movies,Comedy,Click
432,356,2023-09-05,2023-09-05 14:37:00,2023-09-05 16:54:00,137.0,Mobile App,Mobile,Paid Advertisement,5,Music,Pop,Scroll
433,473,2023-09-05,2023-09-05 20:18:00,2023-09-05 23:51:00,213.0,Mobile App,Tablet,Paid Advertisement,3,TV Shows,Drama,Click
434,409,2023-09-05,2023-09-05 21:45:00,2023-09-05 22:02:00,17.0,Website,Laptop,Paid Advertisement,1,Music,Pop,Scroll
435,49,2023-09-05,2023-09-05 21:48:00,2023-09-05 22:38:00,50.0,Mobile App,Laptop,Paid Advertisement,1,Music,Pop,Search
436,92,2023-09-05,2023-09-05 01:13:00,2023-09-05 03:31:00,138.0,Mobile App,Mobile,Social Media,5,Podcasts,Religious,View
437,227,2023-09-05,2023-09-05 22:59:00,2023-09-06 00:05:00,66.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Comedy,Scroll
438,46,2023-09-05,2023-09-05 11:02:00,2023-09-05 13:51:00,169.0,Website,Laptop,Paid Advertisement,4,Podcasts,Religious,Scroll
439,336,2023-09-05,2023-09-05 18:08:00,2023-09-05 18:45:00,37.0,Mobile App,Laptop,Paid Advertisement,2,TV Shows,Animation,Click
440,190,2023-09-05,2023-09-05 05:40:00,2023-09-05 08:15:00,155.0,Mobile App,Mobile,Paid Advertisement,1,Games,Action,Share & Save
441,219,2023-09-05,2023-09-05 07:57:00,2023-09-05 11:11:00,194.0,Website,Mobile,Social Media,1,Podcasts,Lifestyle,Search
442,237,2023-09-05,2023-09-05 22:42:00,2023-09-06 01:38:00,176.0,Website,Mobile,Social Media,2,TV Shows,Drama,View
443,125,2023-09-05,2023-09-05 18:09:00,2023-09-05 20:39:00,150.0,Smart TV,Laptop,Paid Advertisement,3,Music,Hip Hop,Search
444,324,2023-09-05,2023-09-05 06:17:00,2023-09-05 08:33:00,136.0,Website,Mobile,Social Media,5,Movies,Documentary,View
445,88,2023-09-05,2023-09-05 14:29:00,2023-09-05 15:00:00,31.0,Website,Tablet,Paid Advertisement,2,Movies,Drama,Share & Save
446,185,2023-09-05,2023-09-05 12:57:00,2023-09-05 16:37:00,220.0,Website,Mobile,Paid Advertisement,5,Music,Rock,Click
447,183,2023-09-05,2023-09-05 11:10:00,2023-09-05 11:37:00,27.0,Website,Mobile,Paid Advertisement,3,TV Shows,Drama,Click
448,51,2023-09-05,2023-09-05 20:32:00,2023-09-05 23:00:00,148.0,Mobile App,Mobile,Paid Advertisement,2,Music,Pop,View
449,410,2023-09-05,2023-09-05 12:18:00,2023-09-05 12:41:00,23.0,Mobile App,Mobile,Paid Advertisement,5,TV Shows,Comedy,Click
450,442,2023-09-05,2023-09-05 13:58:00,2023-09-05 16:08:00,130.0,Mobile App,Mobile,Paid Advertisement,5,Games,Lifestyle,Search
451,351,2023-09-05,2023-09-05 19:59:00,2023-09-05 20:54:00,55.0,Mobile App,Laptop,Social Media,4,TV Shows,Drama,Click
452,8,2023-09-05,2023-09-05 05:54:00,2023-09-05 07:41:00,107.0,Mobile App,Laptop,Paid Advertisement,5,Music,Pop,View
453,5,2023-09-05,2023-09-05 12:00:00,2023-09-05 12:39:00,39.0,Website,Mobile,Organic Search,5,Movies,Action,Scroll
454,142,2023-09-05,2023-09-05 18:28:00,2023-09-05 20:44:00,136.0,Mobile App,Laptop,Paid Advertisement,2,Movies,Drama,Click
455,114,2023-09-05,2023-09-05 17:29:00,2023-09-05 19:53:00,144.0,Mobile App,Laptop,Organic Search,2,Music,Pop,Scroll
456,353,2023-09-05,2023-09-05 19:21:00,2023-09-05 20:41:00,80.0,Mobile App,Mobile,Paid Advertisement,5,Music,Hip Hop,View
457,104,2023-09-05,2023-09-05 20:59:00,2023-09-05 23:40:00,161.0,Mobile App,Tablet,Social Media,4,Movies,Comedy,View
458,132,2023-09-05,2023-09-05 09:43:00,2023-09-05 09:52:00,9.0,Website,Mobile,Paid Advertisement,5,Podcasts,Comedy,View
459,390,2023-09-05,2023-09-05 10:59:00,2023-09-05 11:36:00,37.0,Mobile App,Tablet,Social Media,1,TV Shows,Drama,Search
460,423,2023-09-05,2023-09-05 21:26:00,2023-09-06 00:57:00,211.0,Website,Mobile,Social Media,4,Music,Hip Hop,Search
461,91,2023-09-05,2023-09-05 21:22:00,2023-09-05 22:07:00,45.0,Mobile App,Mobile,Organic Search,1,Music,Hip Hop,Click
462,163,2023-09-05,2023-09-05 21:02:00,2023-09-05 23:25:00,143.0,Smart TV,Mobile,Social Media,5,Podcasts,Game Show,Share & Save
463,300,2023-09-05,2023-09-05 15:28:00,2023-09-05 18:22:00,174.0,Mobile App,Laptop,Social Media,3,Music,Hip Hop,Share & Save
464,484,2023-09-05,2023-09-05 20:29:00,2023-09-05 23:49:00,200.0,Mobile App,Mobile,Social Media,5,Podcasts,Religious,Click
465,204,2023-09-05,2023-09-05 03:01:00,2023-09-05 06:51:00,230.0,Mobile App,Laptop,Paid Advertisement,4,Music,Hip Hop,View
466,458,2023-09-05,2023-09-05 15:04:00,2023-09-05 17:37:00,153.0,Website,Laptop,Paid Advertisement,3,Games,Action,Click
467,207,2023-09-05,2023-09-05 18:07:00,2023-09-05 19:55:00,108.0,Mobile App,Laptop,Social Media,1,Movies,Drama,View
468,283,2023-09-05,2023-09-05 18:40:00,2023-09-05 22:10:00,210.0,Mobile App,Laptop,Paid Advertisement,1,Music,Hip Hop,Search
469,160,2023-09-05,2023-09-05 21:44:00,2023-09-05 21:55:00,11.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Animation,Search
470,441,2023-09-05,2023-09-05 08:03:00,2023-09-05 10:42:00,159.0,Mobile App,Laptop,Paid Advertisement,3,Music,Rock,Scroll
471,95,2023-09-05,2023-09-05 20:11:00,2023-09-05 22:35:00,144.0,Website,Laptop,Paid Advertisement,5,Music,Pop,Click
472,380,2023-09-05,2023-09-05 15:17:00,2023-09-05 18:02:00,165.0,Mobile App,Mobile,Social Media,2,Movies,Comedy,Scroll
473,188,2023-09-05,2023-09-05 13:12:00,2023-09-05 13:43:00,31.0,Mobile App,Mobile,Paid Advertisement,1,Podcasts,News and Politics,Search
474,65,2023-09-05,2023-09-05 20:21:00,2023-09-05 21:28:00,67.0,Mobile App,Tablet,Social Media,4,Music,Pop,Search
475,201,2023-09-05,2023-09-05 02:57:00,2023-09-05 05:40:00,163.0,Smart TV,Mobile,Paid Advertisement,4,Games,Action,Click
476,365,2023-09-05,2023-09-05 07:45:00,2023-09-05 11:20:00,215.0,Website,Mobile,Social Media,3,Music,Hip Hop,View
477,19,2023-09-05,2023-09-05 03:42:00,2023-09-05 06:46:00,184.0,Mobile App,Mobile,Organic Search,5,Music,Pop,Search
478,302,2023-09-05,2023-09-05 19:04:00,2023-09-05 20:27:00,83.0,Mobile App,Mobile,Paid Advertisement,5,Games,Action,Click
479,330,2023-09-05,2023-09-05 12:58:00,2023-09-05 16:24:00,206.0,Website,Tablet,Social Media,1,Music,Pop,Click
480,261,2023-09-05,2023-09-05 03:29:00,2023-09-05 07:13:00,224.0,Mobile App,Mobile,Social Media,3,Music,Pop,Scroll
481,414,2023-09-05,2023-09-05 00:34:00,2023-09-05 00:46:00,12.0,Website,Mobile,Social Media,1,Podcasts,Religious,Click
482,470,2023-09-05,2023-09-05 12:14:00,2023-09-05 14:29:00,135.0,Mobile App,Mobile,Social Media,5,Movies,Animation,View
483,175,2023-09-05,2023-09-05 22:49:00,2023-09-06 01:47:00,178.0,Mobile App,Laptop,Organic Search,3,Music,Pop,View
484,249,2023-09-05,2023-09-05 10:02:00,2023-09-05 13:46:00,224.0,Mobile App,Mobile,Organic Search,3,Music,Rock,Scroll
485,261,2023-09-05,2023-09-05 20:13:00,2023-09-05 20:31:00,18.0,Website,Mobile,Paid Advertisement,5,Movies,Drama,View
486,120,2023-09-05,2023-09-05 05:59:00,2023-09-05 08:46:00,167.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Animation,Scroll
487,475,2023-09-05,2023-09-05 15:14:00,2023-09-05 17:30:00,136.0,Website,Mobile,Paid Advertisement,1,Games,Reality,View
488,153,2023-09-05,2023-09-05 21:43:00,2023-09-06 01:33:00,230.0,Website,Mobile,Paid Advertisement,2,TV Shows,Drama,View
489,363,2023-09-05,2023-09-05 15:03:00,2023-09-05 17:33:00,150.0,Smart TV,Mobile,Paid Advertisement,5,TV Shows,Action,View
490,376,2023-09-05,2023-09-05 16:55:00,2023-09-05 19:35:00,160.0,Mobile App,Mobile,Social Media,3,Music,RnB,View
491,298,2023-09-05,2023-09-05 07:10:00,2023-09-05 09:31:00,141.0,Mobile App,Laptop,Organic Search,4,Music,Hip Hop,View
492,260,2023-09-05,2023-09-05 11:03:00,2023-09-05 14:12:00,189.0,Website,Mobile,Organic Search,5,Music,Pop,Click
493,363,2023-09-05,2023-09-05 06:41:00,2023-09-05 08:16:00,95.0,Website,Tablet,Paid Advertisement,5,TV Shows,Comedy,Click
494,365,2023-09-05,2023-09-05 15:12:00,2023-09-05 18:52:00,220.0,Smart TV,Laptop,Social Media,4,Music,Rock,View
495,234,2023-09-05,2023-09-05 09:34:00,2023-09-05 12:19:00,165.0,Website,Mobile,Paid Advertisement,4,Movies,Drama,View
496,171,2023-09-05,2023-09-05 20:59:00,2023-09-05 23:10:00,131.0,Mobile App,Laptop,Organic Search,4,TV Shows,Drama,Scroll
497,305,2023-09-05,2023-09-05 15:20:00,2023-09-05 17:54:00,154.0,Website,Mobile,Paid Advertisement,1,Games,Reality,Scroll
498,239,2023-09-05,2023-09-05 08:46:00,2023-09-05 09:22:00,36.0,Mobile App,Mobile,Paid Advertisement,3,Movies,Animation,View
499,256,2023-09-05,2023-09-05 18:05:00,2023-09-05 20:55:00,170.0,Smart TV,Mobile,Organic Search,4,TV Shows,Drama,Share & Save
500,125,2023-09-06,2023-09-06 09:52:00,2023-09-06 13:14:00,202.0,Website,Laptop,Paid Advertisement,4,Music,Pop,Share & Save
501,21,2023-09-06,2023-09-06 17:07:00,2023-09-06 17:28:00,21.0,Website,Tablet,Social Media,5,Music,Hip Hop,Scroll
502,443,2023-09-06,2023-09-06 17:06:00,2023-09-06 19:49:00,163.0,Smart TV,Laptop,Social Media,4,Movies,Action,View
503,227,2023-09-06,2023-09-06 05:07:00,2023-09-06 07:23:00,136.0,Mobile App,Mobile,Social Media,3,Music,Hip Hop,View
504,455,2023-09-06,2023-09-06 10:21:00,2023-09-06 12:43:00,142.0,Website,Mobile,Organic Search,4,Music,Hip Hop,View
505,322,2023-09-06,2023-09-06 16:42:00,2023-09-06 17:48:00,66.0,Mobile App,Laptop,Social Media,4,Movies,Documentary,View
506,345,2023-09-06,2023-09-06 17:20:00,2023-09-06 18:53:00,93.0,Website,Mobile,Social Media,4,Music,Pop,View
507,325,2023-09-06,2023-09-06 18:14:00,2023-09-06 22:14:00,240.0,Website,Mobile,Organic Search,2,Games,Reality,View
508,107,2023-09-06,2023-09-06 23:52:00,2023-09-07 00:10:00,18.0,Mobile App,Mobile,Paid Advertisement,4,Music,RnB,Click
509,91,2023-09-06,2023-09-06 22:58:00,2023-09-06 23:25:00,27.0,Smart TV,Mobile,Social Media,5,Music,Pop,Share & Save
510,378,2023-09-06,2023-09-06 02:14:00,2023-09-06 05:22:00,188.0,Mobile App,Laptop,Organic Search,4,Music,Hip Hop,View
511,357,2023-09-06,2023-09-06 11:23:00,2023-09-06 13:20:00,117.0,Mobile App,Mobile,Social Media,1,Music,Hip Hop,Search
512,168,2023-09-06,2023-09-06 14:41:00,2023-09-06 15:46:00,65.0,Website,Mobile,Social Media,5,Music,Hip Hop,Search
513,265,2023-09-06,2023-09-06 15:22:00,2023-09-06 17:26:00,124.0,Mobile App,Mobile,Social Media,3,Music,Hip Hop,Click
514,12,2023-09-06,2023-09-06 16:44:00,2023-09-06 20:43:00,239.0,Website,Laptop,Paid Advertisement,2,Movies,Drama,Scroll
515,460,2023-09-06,2023-09-06 12:47:00,2023-09-06 14:53:00,126.0,Mobile App,Mobile,Paid Advertisement,1,Music,RnB,Click
516,421,2023-09-06,2023-09-06 12:20:00,2023-09-06 16:00:00,220.0,Smart TV,Mobile,Paid Advertisement,1,TV Shows,Drama,Click
517,262,2023-09-06,2023-09-06 02:29:00,2023-09-06 06:11:00,222.0,Mobile App,Laptop,Social Media,5,Games,Action,Click
518,92,2023-09-06,2023-09-06 20:15:00,2023-09-06 21:25:00,70.0,Mobile App,Mobile,Paid Advertisement,2,Movies,Drama,View
519,378,2023-09-06,2023-09-06 03:06:00,2023-09-06 04:34:00,88.0,Website,Mobile,Paid Advertisement,2,TV Shows,Animation,Click
520,124,2023-09-06,2023-09-06 08:42:00,2023-09-06 11:24:00,162.0,Mobile App,Tablet,Paid Advertisement,4,Movies,Action,Search
521,36,2023-09-06,2023-09-06 14:00:00,2023-09-06 15:21:00,81.0,Website,Mobile,Paid Advertisement,2,TV Shows,Drama,Click
522,203,2023-09-06,2023-09-06 19:49:00,2023-09-06 20:56:00,67.0,Mobile App,Mobile,Social Media,5,Movies,Drama,View
523,184,2023-09-06,2023-09-06 23:23:00,2023-09-07 00:57:00,94.0,Mobile App,Mobile,Paid Advertisement,4,Games,Reality,Click
524,302,2023-09-06,2023-09-06 14:55:00,2023-09-06 17:17:00,142.0,Website,Mobile,Social Media,5,Music,Pop,Scroll
525,201,2023-09-06,2023-09-06 11:05:00,2023-09-06 13:24:00,139.0,Mobile App,Tablet,Organic Search,4,Podcasts,News and Politics,View
526,98,2023-09-06,2023-09-06 04:37:00,2023-09-06 06:33:00,116.0,Mobile App,Laptop,Social Media,5,Podcasts,Lifestyle,View
527,5,2023-09-06,2023-09-06 15:02:00,2023-09-06 17:11:00,129.0,Mobile App,Mobile,Paid Advertisement,3,Music,Hip Hop,View
528,402,2023-09-06,2023-09-06 09:52:00,2023-09-06 12:27:00,155.0,Mobile App,Tablet,Social Media,5,Music,Pop,Click
529,36,2023-09-06,2023-09-06 07:36:00,2023-09-06 09:49:00,133.0,Smart TV,Mobile,Social Media,4,TV Shows,Animation,View
530,17,2023-09-06,2023-09-06 21:07:00,2023-09-06 22:38:00,91.0,Website,Tablet,Paid Advertisement,5,Games,Action,Scroll
531,169,2023-09-06,2023-09-06 03:49:00,2023-09-06 05:09:00,80.0,Mobile App,Mobile,Social Media,3,Podcasts,Comedy,Share & Save
532,497,2023-09-06,2023-09-06 04:42:00,2023-09-06 08:39:00,237.0,Mobile App,Laptop,Paid Advertisement,3,Music,Pop,View
533,277,2023-09-06,2023-09-06 07:01:00,2023-09-06 08:05:00,64.0,Smart TV,Laptop,Paid Advertisement,1,Music,Rock,Search
534,39,2023-09-06,2023-09-06 08:45:00,2023-09-06 10:25:00,100.0,Mobile App,Mobile,Social Media,4,Movies,Comedy,View
535,92,2023-09-06,2023-09-06 19:10:00,2023-09-06 22:40:00,210.0,Website,Laptop,Paid Advertisement,4,TV Shows,Drama,View
536,414,2023-09-06,2023-09-06 10:44:00,2023-09-06 11:11:00,27.0,Website,Mobile,Organic Search,1,TV Shows,Drama,View
537,437,2023-09-06,2023-09-06 16:28:00,2023-09-06 19:11:00,163.0,Website,Mobile,Organic Search,4,Music,Hip Hop,View
538,54,2023-09-06,2023-09-06 07:25:00,2023-09-06 08:25:00,60.0,Mobile App,Laptop,Paid Advertisement,4,Music,Hip Hop,Click
539,77,2023-09-06,2023-09-06 08:55:00,2023-09-06 11:38:00,163.0,Mobile App,Tablet,Organic Search,4,Music,Hip Hop,Share & Save
540,190,2023-09-06,2023-09-06 18:21:00,2023-09-06 21:03:00,162.0,Website,Mobile,Paid Advertisement,3,Movies,Drama,Click
541,373,2023-09-06,2023-09-06 04:01:00,2023-09-06 05:44:00,103.0,Mobile App,Mobile,Organic Search,5,Music,Rock,Click
542,1,2023-09-06,2023-09-06 12:25:00,2023-09-06 16:07:00,222.0,Smart TV,Mobile,Paid Advertisement,5,Music,Hip Hop,View
543,274,2023-09-06,2023-09-06 12:53:00,2023-09-06 15:20:00,147.0,Smart TV,Mobile,Paid Advertisement,2,Movies,Drama,View
544,144,2023-09-06,2023-09-06 20:12:00,2023-09-06 21:56:00,104.0,Mobile App,Mobile,Social Media,4,Games,Reality,Scroll
545,297,2023-09-06,2023-09-06 17:03:00,2023-09-06 18:35:00,92.0,Mobile App,Laptop,Organic Search,2,Games,Action,Click
546,327,2023-09-06,2023-09-06 02:24:00,2023-09-06 04:00:00,96.0,Mobile App,Laptop,Paid Advertisement,4,Movies,Drama,View
547,195,2023-09-06,2023-09-06 16:17:00,2023-09-06 18:10:00,113.0,Website,Mobile,Social Media,5,Movies,Action,Scroll
548,268,2023-09-06,2023-09-06 21:28:00,2023-09-07 00:18:00,170.0,Website,Mobile,Paid Advertisement,3,Movies,Action,View
549,55,2023-09-06,2023-09-06 00:41:00,2023-09-06 01:34:00,53.0,Mobile App,Laptop,Social Media,4,Music,Hip Hop,View
550,207,2023-09-06,2023-09-06 17:52:00,2023-09-06 20:05:00,133.0,Mobile App,Tablet,Social Media,4,Music,RnB,View
551,325,2023-09-06,2023-09-06 13:47:00,2023-09-06 14:29:00,42.0,Mobile App,Mobile,Paid Advertisement,2,Music,RnB,View
552,390,2023-09-06,2023-09-06 08:44:00,2023-09-06 12:36:00,232.0,Website,Mobile,Social Media,5,TV Shows,Docu-Series,Scroll
553,473,2023-09-06,2023-09-06 15:04:00,2023-09-06 16:58:00,114.0,Mobile App,Laptop,Social Media,3,Movies,Drama,View
554,482,2023-09-06,2023-09-06 20:58:00,2023-09-06 21:52:00,54.0,Mobile App,Mobile,Paid Advertisement,3,TV Shows,Comedy,Share & Save
555,431,2023-09-06,2023-09-06 09:24:00,2023-09-06 09:58:00,34.0,Mobile App,Mobile,Organic Search,3,Music,Hip Hop,Search
556,327,2023-09-06,2023-09-06 08:44:00,2023-09-06 11:22:00,158.0,Website,Laptop,Organic Search,4,TV Shows,Drama,View
557,212,2023-09-06,2023-09-06 11:08:00,2023-09-06 13:54:00,166.0,Mobile App,Mobile,Social Media,5,Podcasts,Comedy,Scroll
558,432,2023-09-06,2023-09-06 13:10:00,2023-09-06 14:22:00,72.0,Mobile App,Mobile,Paid Advertisement,5,Music,Pop,View
559,446,2023-09-06,2023-09-06 21:51:00,2023-09-06 23:47:00,116.0,Smart TV,Mobile,Social Media,1,Movies,Drama,Click
560,309,2023-09-06,2023-09-06 18:42:00,2023-09-06 19:30:00,48.0,Website,Mobile,Paid Advertisement,2,Podcasts,Game Show,Click
561,492,2023-09-06,2023-09-06 04:14:00,2023-09-06 05:26:00,72.0,Mobile App,Laptop,Paid Advertisement,4,TV Shows,Action,Search
562,278,2023-09-06,2023-09-06 08:00:00,2023-09-06 11:15:00,195.0,Smart TV,Mobile,Social Media,4,Music,RnB,Scroll
563,27,2023-09-06,2023-09-06 07:16:00,2023-09-06 08:21:00,65.0,Mobile App,Mobile,Social Media,5,Music,Pop,Scroll
564,66,2023-09-06,2023-09-06 15:55:00,2023-09-06 17:24:00,89.0,Website,Laptop,Paid Advertisement,5,Movies,Animation,Scroll
565,455,2023-09-06,2023-09-06 10:29:00,2023-09-06 12:45:00,136.0,Website,Laptop,Organic Search,1,Music,Pop,Click
566,50,2023-09-06,2023-09-06 01:11:00,2023-09-06 04:36:00,205.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Comedy,View
567,213,2023-09-06,2023-09-06 09:51:00,2023-09-06 12:55:00,184.0,Mobile App,Mobile,Paid Advertisement,4,TV Shows,Action,View
568,1,2023-09-06,2023-09-06 09:22:00,2023-09-06 10:54:00,92.0,Mobile App,Mobile,Paid Advertisement,4,Music,Pop,View
569,482,2023-09-06,2023-09-06 11:54:00,2023-09-06 13:32:00,98.0,Mobile App,Mobile,Organic Search,4,Games,Action,View
570,156,2023-09-06,2023-09-06 17:06:00,2023-09-06 18:18:00,72.0,Website,Laptop,Social Media,3,TV Shows,Action,Search
571,116,2023-09-06,2023-09-06 06:06:00,2023-09-06 08:18:00,132.0,Smart TV,Laptop,Paid Advertisement,1,Music,Rock,Share & Save
572,7,2023-09-06,2023-09-06 11:35:00,2023-09-06 11:46:00,11.0,Mobile App,Mobile,Organic Search,4,Music,Pop,View
573,84,2023-09-06,2023-09-06 04:53:00,2023-09-06 06:18:00,85.0,Smart TV,Mobile,Social Media,4,TV Shows,Action,Search
574,62,2023-09-06,2023-09-06 10:41:00,2023-09-06 12:07:00,86.0,Website,Laptop,Paid Advertisement,2,Music,Pop,View
575,319,2023-09-06,2023-09-06 04:17:00,2023-09-06 06:55:00,158.0,Mobile App,Laptop,Paid Advertisement,1,Music,Pop,Click
576,93,2023-09-06,2023-09-06 00:24:00,2023-09-06 01:37:00,73.0,Mobile App,Tablet,Social Media,5,TV Shows,Action,Share & Save
577,321,2023-09-06,2023-09-06 23:03:00,2023-09-06 23:22:00,19.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Drama,Share & Save
578,8,2023-09-06,2023-09-06 14:23:00,2023-09-06 16:25:00,122.0,Smart TV,Mobile,Organic Search,4,Movies,Drama,View
579,185,2023-09-06,2023-09-06 07:58:00,2023-09-06 09:02:00,64.0,Website,Mobile,Social Media,3,Music,Rock,View
580,257,2023-09-06,2023-09-06 19:13:00,2023-09-06 20:57:00,104.0,Website,Mobile,Paid Advertisement,4,Music,Rock,Click
581,127,2023-09-06,2023-09-06 04:13:00,2023-09-06 06:40:00,147.0,Website,Mobile,Organic Search,4,Music,Pop,Click
582,499,2023-09-06,2023-09-06 05:55:00,2023-09-06 08:01:00,126.0,Mobile App,Mobile,Social Media,4,Movies,Animation,Search
583,427,2023-09-06,2023-09-06 06:20:00,2023-09-06 06:50:00,30.0,Website,Laptop,Social Media,5,Movies,Animation,Click
584,269,2023-09-06,2023-09-06 18:36:00,2023-09-06 19:38:00,62.0,Website,Laptop,Organic Search,5,Music,Rock,Search
585,321,2023-09-06,2023-09-06 15:20:00,2023-09-06 17:43:00,143.0,Mobile App,Mobile,Social Media,3,Games,Action,Scroll
586,21,2023-09-06,2023-09-06 09:38:00,2023-09-06 12:24:00,166.0,Mobile App,Mobile,Social Media,1,Movies,Action,Share & Save
587,500,2023-09-06,2023-09-06 02:34:00,2023-09-06 05:05:00,151.0,Website,Mobile,Social Media,5,Music,Pop,View
588,362,2023-09-06,2023-09-06 06:48:00,2023-09-06 08:55:00,127.0,Mobile App,Laptop,Paid Advertisement,5,Music,Hip Hop,Click
589,323,2023-09-06,2023-09-06 03:22:00,2023-09-06 04:18:00,56.0,Mobile App,Laptop,Organic Search,4,Music,Pop,Click
590,30,2023-09-06,2023-09-06 16:46:00,2023-09-06 20:35:00,229.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Drama,Scroll
591,339,2023-09-06,2023-09-06 05:31:00,2023-09-06 08:03:00,152.0,Website,Laptop,Paid Advertisement,2,Music,Hip Hop,Click
592,328,2023-09-06,2023-09-06 07:03:00,2023-09-06 07:19:00,16.0,Mobile App,Mobile,Social Media,5,Movies,Animation,Scroll
593,471,2023-09-06,2023-09-06 22:11:00,2023-09-07 00:55:00,164.0,Mobile App,Mobile,Paid Advertisement,5,Music,RnB,View
594,192,2023-09-06,2023-09-06 11:02:00,2023-09-06 13:51:00,169.0,Mobile App,Laptop,Paid Advertisement,5,Movies,Drama,Scroll
595,102,2023-09-06,2023-09-06 18:59:00,2023-09-06 20:09:00,70.0,Website,Mobile,Organic Search,5,Music,Hip Hop,View
596,207,2023-09-06,2023-09-06 05:42:00,2023-09-06 07:42:00,120.0,Website,Mobile,Organic Search,5,Music,Rock,Scroll
597,378,2023-09-06,2023-09-06 21:09:00,2023-09-06 22:22:00,73.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Comedy,Click
598,15,2023-09-06,2023-09-06 22:46:00,2023-09-06 23:49:00,63.0,Website,Laptop,Paid Advertisement,4,Movies,Animation,Scroll
599,160,2023-09-06,2023-09-06 12:25:00,2023-09-06 15:16:00,171.0,Mobile App,Mobile,Social Media,5,Music,Hip Hop,Search
600,352,2023-09-07,2023-09-07 03:14:00,2023-09-07 05:08:00,114.0,Website,Mobile,Paid Advertisement,3,Podcasts,News and Politics,Share & Save
601,458,2023-09-07,2023-09-07 05:36:00,2023-09-07 07:57:00,141.0,Mobile App,Mobile,Organic Search,4,Movies,Drama,Search
602,66,2023-09-07,2023-09-07 21:36:00,2023-09-07 23:16:00,100.0,Website,Mobile,Social Media,5,Music,Hip Hop,Scroll
603,477,2023-09-07,2023-09-07 19:02:00,2023-09-07 22:32:00,210.0,Smart TV,Mobile,Paid Advertisement,4,TV Shows,Docu-Series,Click
604,409,2023-09-07,2023-09-07 20:54:00,2023-09-08 00:33:00,219.0,Website,Laptop,Organic Search,2,TV Shows,Comedy,Search
605,428,2023-09-07,2023-09-07 01:29:00,2023-09-07 01:51:00,22.0,Website,Mobile,Paid Advertisement,3,Movies,Animation,View
606,436,2023-09-07,2023-09-07 03:11:00,2023-09-07 04:33:00,82.0,Mobile App,Mobile,Social Media,5,Movies,Drama,Search
607,108,2023-09-07,2023-09-07 08:07:00,2023-09-07 11:28:00,201.0,Smart TV,Mobile,Paid Advertisement,4,Music,RnB,View
608,453,2023-09-07,2023-09-07 18:00:00,2023-09-07 19:30:00,90.0,Website,Mobile,Social Media,4,Music,Hip Hop,View
609,97,2023-09-07,2023-09-07 15:19:00,2023-09-07 17:17:00,118.0,Website,Mobile,Paid Advertisement,1,Music,RnB,Scroll
610,282,2023-09-07,2023-09-07 17:50:00,2023-09-07 21:14:00,204.0,Website,Mobile,Social Media,4,Movies,Drama,View
611,29,2023-09-07,2023-09-07 05:07:00,2023-09-07 05:24:00,17.0,Website,Mobile,Paid Advertisement,1,Games,Action,View
612,221,2023-09-07,2023-09-07 07:45:00,2023-09-07 09:01:00,76.0,Mobile App,Laptop,Organic Search,5,Music,Hip Hop,Share & Save
613,55,2023-09-07,2023-09-07 22:00:00,2023-09-08 00:05:00,125.0,Mobile App,Mobile,Organic Search,4,Movies,Drama,Scroll
614,469,2023-09-07,2023-09-07 08:04:00,2023-09-07 10:29:00,145.0,Mobile App,Mobile,Paid Advertisement,3,TV Shows,Comedy,View
615,22,2023-09-07,2023-09-07 14:08:00,2023-09-07 14:49:00,41.0,Website,Mobile,Paid Advertisement,4,TV Shows,Drama,View
616,383,2023-09-07,2023-09-07 06:28:00,2023-09-07 10:17:00,229.0,Website,Mobile,Paid Advertisement,4,Music,Pop,View
617,364,2023-09-07,2023-09-07 18:52:00,2023-09-07 22:27:00,215.0,Smart TV,Laptop,Paid Advertisement,5,Movies,Animation,View
618,106,2023-09-07,2023-09-07 11:23:00,2023-09-07 14:36:00,193.0,Mobile App,Laptop,Organic Search,3,Movies,Comedy,Share & Save
619,461,2023-09-07,2023-09-07 12:01:00,2023-09-07 13:08:00,67.0,Website,Mobile,Paid Advertisement,2,Music,Hip Hop,View
